record_id,school_name,region,school_type,academic_year,grade,subject,male_count,female_count,total_enrollment,dropout_rate,avg_performance_score,pass_rate,teacher_student_ratio,budget_per_student_usd,data_quality_flag
986,Fairview Elementary,South,Public,2018,Grade 6,mathematics,53,35.0,88.0,0.1025,76.4,0.7466,0.0543,6068.25,clean
10310,Meadowlands High,South,Charter,2024,Grade 10,Arts,18,20.0,38.0,0.12,73.6,0.7135,0.0547,5880.73,duplicate
6063,Sunset Academy,South,Private,2022,Grade 1,English,27,20.0,47.0,0.0244,71.4,0.7842,0.039,6533.08,clean
1061,Stonegate Secondary,East,Private,2018,Grade 9,Mathematics,31,31.0,62.0,0.0214,91.4,0.9006,0.0656,4285.06,clean
2886,Redwood Institute,West,Public,2019,Grade 2,Mathematics,60,35.0,95.0,0.0313,56.9,0.6611,0.0529,9987.98,clean
9329,Maplewood Secondary,North,Public,2024,Grade 6,Social Studies,58,39.0,97.0,0.0456,77.3,0.7433,0.0464,6454.47,clean
8480,Fairview Elementary,South,Public,2023,Grade 4,Arts,29,22.0,51.0,0.0421,87.7,0.8581,0.0659,11173.87,clean
575,Crestwood Academy,Central,Charter,2018,Grade 7,Arts,33,41.0,74.0,0.0294,,0.6279,0.0592,8056.89,missing_score
8721,Harborview Academy,North,Public,2023,Grade 5,Mathematics,43,55.0,98.0,0.0024,70.9,0.7293,0.0512,3285.21,clean
8857,Silverstone School,East,Private,2023,Grade 8,Science,18,26.0,46.0,0.1607,87.7,0.9094,0.0525,8138.09,inconsistent_total
9987,Fairview Elementary,South,Public,2024,Grade 6,Science,26,23.0,49.0,0.0271,69.3,0.7429,0.0644,6621.9,clean
4118,Willowbrook High,West,Public,2020,Grade 8,English,52,49.0,101.0,0.0163,60.7,0.6396,0.0412,11234.21,clean
827,Southview Academy,South,Private,2018,Grade 10,Science,34,21.0,55.0,0.1008,75.0,0.7476,0.047,7509.43,clean
4354,Silverstone School,East,Private,2020,Grade 7,Social Studies,36,28.0,64.0,0.0943,85.1,0.9002,0.0488,6746.41,clean
854,Clearwater High,Central,Public,2018,Grade 3,Social Studies,35,29.0,64.0,0.047,86.3,0.9581,0.047,7949.81,clean
7558,Greenwood High School,North,Public,2023,Grade 12,English,47,52.0,104.0,0.056,50.2,0.5444,0.0589,3706.46,inconsistent_total
3176,Riverside School,East,Public,2020,Grade 12,Mathematics,49,32.0,81.0,,77.9,0.8348,0.0421,9917.37,missing_dropout
1289,Meadowlands High,South,Charter,2018,Grade 6,Social Studies,26,50.0,76.0,0.024,,0.701,0.0513,6084.66,missing_score
9929,Brightstone School,NORTH,Charter,2024,Grade 6,Social Studies,21,47.0,68.0,0.0482,59.3,0.6793,0.0328,4896.23,clean
9370,Oakridge International,South,International,2024,Grade 2,Arts,41,28.0,69.0,0.0703,74.8,0.916,0.0526,8446.92,clean
3999,Fairview Elementary,South,Public,2020,Grade 8,Social Studies,28,32.0,60.0,0.0776,54.8,0.5511,0.0567,3774.41,clean
5123,Northgate School,Norte,Public,2021,Grade 5,English,41,46.0,87.0,0.0376,61.7,0.6641,0.0375,3354.1,clean
3661,Eastbrook Institute,East,Charter,2020,Grade 1,Mathematics,42,29.0,71.0,0.0256,70.4,0.6779,0.0541,11572.0,clean
9629,Northgate School,North,Public,2024,Grade 6,Social Studies,50,39.0,89.0,0.048,75.1,0.778,0.029,5271.07,clean
4130,Willowbrook High,West ,Public,2020,Grade 10,Arts,48,35.0,83.0,0.0157,64.8,0.6029,0.0436,10256.28,clean
501,Valleyview High,West,Public,2018,Grade 5,Mathematics,44,53.0,97.0,0.0302,54.9,0.5363,0.0321,3150.04,clean
4500,Bluebell Primary,Central,Public,2020,Grade 12,Arts,31,52.0,83.0,0.0995,80.6,0.8301,0.0346,9352.07,clean
6301,Maplewood Secondary,North,Public,2022,Grade 1,Mathematics,29,49.0,78.0,0.0456,76.8,0.7143,0.0376,10773.29,clean
2909,Redwood Institute,West,Public,2019,Grade 6,Social Studies,49,48.0,97.0,0.0899,66.2,0.692,0.0493,5741.28,clean
5350,Clearwater High,Central,Public,2021,Grade 2,Arts,24,37.0,61.0,0.0991,83.8,0.8276,0.0602,6636.29,clean
2899,Redwood Institute,West,Public,2019,Grade 4,Social Studies,31,29.0,60.0,0.0287,58.6,0.5814,0.0461,4765.72,clean
5856,Silverstone School,East,Private,2021,Grade 8,Mathematics,34,27.0,61.0,0.1399,,0.837,,7708.06,missing_score
6846,Clearwater High,Central,Public,2022,Grade 2,Mathematics,46,41.0,87.0,0.0231,71.5,0.8366,0.0493,7719.72,clean
2343,Clearwater High,Central,Public,2019,Grade 1,English,46,40.0,86.0,0.0424,64.6,0.5928,0.0298,4949.65,clean
8796,Meadowlands High,South,Charter,2023,Grade 8,Mathematics,40,31.0,71.0,0.1102,78.8,0.7901,0.0581,6607.17,clean
1479,Bluebell Primary,Central,Public,2018,Grade 8,Social Studies,21,48.0,69.0,0.1111,84.9,0.8212,0.0496,5872.9,clean
10033,Stonegate Secondary,East,Private,2024,Grade 3,English,43,29.0,72.0,0.0964,76.9,0.7856,0.0393,6622.3,clean
3809,Southview Academy,South,Private,2020,Grade 6,Social Studies,43,22.0,65.0,0.1192,80.9,0.668,0.0386,7250.9,clean
8438,Brightstone School,North,Charter,2023,Grade 8,English,51,30.0,81.0,0.0753,74.2,0.8306,0.0324,4263.18,clean
8957,Bluebell Primary,Central,Public,2023,Grade 4,Science,38,38.0,76.0,0.0511,65.1,0.6859,0.036,10329.03,clean
403,Oakridge International,South,International,2018,Grade 9,English,36,30.0,66.0,0.0896,71.3,0.7628,0.0435,4253.29,clean
3632,Northgate School,North,Public,2020,Grade 7,Science,31,24.0,55.0,0.052,54.3,0.5607,0.0523,8458.22,clean
4858,Maplewood Secondary,North,Public,2021,Grade 12,English,34,36.0,70.0,0.0502,,0.8941,0.047,5124.56,missing_score
68,Sunset Academy,South,Private,2018,Grade 2,English,40,19.0,59.0,0.0267,90.0,0.909,0.0519,3162.99,clean
3445,Pinecrest Elementary,East,Public,2020,Grade 5,Arts,50,42.0,92.0,0.068,77.3,0.8117,0.0665,10028.44,clean
6487,Valleyview High,West,Public,2022,Grade 2,Science,41,26.0,67.0,0.0042,70.7,0.7325,0.0522,10950.3,clean
8005,Valleyview High,West,Public,2023,Grade 5,Arts,45,37.0,82.0,0.0283,71.3,0.7598,0.0472,3665.53,clean
167,Riverside School,East,Public,2018,Grade 10,Science,42,51.0,93.0,0.0105,54.6,0.5196,0.0483,5688.53,clean
932,Brightstone School,North,Charter,2018,Grade 7,Science,46,42.0,88.0,0.1525,77.6,0.7296,0.0641,6370.83,clean
6168,Riverside School,East,Public,2022,Grade 10,English,33,30.0,63.0,0.0222,50.6,0.5121,0.0441,4179.69,clean
7130,Willowbrook High,West,Public,2022,Grade 10,Arts,30,24.0,54.0,0.1156,56.3,0.4942,0.0521,9179.74,clean
1514,Greenwood High School,North,Public,2019,Grade 3,Social Studies,55,40.0,95.0,0.0174,70.1,0.6923,0.0553,9966.03,clean
2890,Redwood Institute,West,Public,2019,Grade 2,Arts,40,47.0,87.0,0.0451,66.4,,0.0663,10779.88,clean
8390,Clearwater High,Central,Public,2023,Grade 10,Arts,34,32.0,66.0,0.0654,46.8,0.3617,0.062,3264.1,clean
9738,Westfield Primary,West,Public,2024,Grade 4,English,49,33.0,82.0,0.0632,81.3,0.8479,0.0514,8394.15,clean
7695,Hilltop Institute,West,Private,2023,Grade 3,Arts,42,48.0,90.0,0.002,70.6,0.6837,,3019.96,clean
5999,Bluebell Primary,Central,Public,2021,Grade 12,Social Studies,47,35.0,82.0,0.1939,64.4,0.5871,0.0516,5079.55,clean
1391,Redwood Institute,West,Public,2018,Grade 3,Mathematics,45,33.0,78.0,0.0307,85.2,0.8159,0.0639,8660.9,clean
4360,Silverstone School,East,Private,2020,Grade 8,Arts,37,29.0,66.0,0.0076,69.7,0.7982,0.0479,11939.3,clean
2988,Bluebell Primary, Central,Public,2019,Grade 10,English,36,31.0,67.0,0.059,72.0,0.761,0.0642,9084.97,clean
1145,Cedar Ridge Academy,Central,International,2018,Grade 1,Arts,32,27.0,59.0,0.0149,78.3,0.7754,0.046,8104.48,clean
763,Westfield Primary,WEST,Public,2018,Grade 9,English,39,32.0,71.0,0.0618,65.2,0.6816,0.0524,8742.03,clean
4244,Harborview Academy,North,Public,2020,Grade 9,Social Studies,42,38.0,80.0,0.0721,,0.4005,0.0629,4111.46,missing_score
10576,,,,,,,,,,,,,,,completely_empty
1047,Stonegate Secondary,East,Private,2018,Grade 6,Science,15,28.0,43.0,0.0574,87.0,0.9038,0.0581,7815.66,clean
7588,Sunset Academy,South,Private,2023,Grade 6,English Language,8,33.0,41.0,0.0234,74.9,0.7813,0.0308,5361.44,clean
5674,Cedar Ridge Academy,Central,International,2021,Grade 7,Social Studies,48,19.0,67.0,0.0409,63.3,0.6792,0.0366,4854.95,clean
1887,Oakridge International,South,International,2019,Grade 6,Science,26,38.0,64.0,0.0238,80.0,0.8429,0.0487,5930.53,clean
7978,Pinecrest Elementary,East,Public,2023,Grade 12,English,46,37.0,83.0,0.0438,67.7,0.7055,0.0553,4620.02,clean
8618,Willowbrook High,West,Public,2023,Grade 8,English,41,52.0,93.0,0.0832,74.3,0.7684,0.0453,9592.44,clean
4518,Greenwood High School,North,Public,2021,Grade 4,English,31,32.0,63.0,0.022,59.5,0.602,0.0401,3598.32,clean
7290,Meadowlands High,South,Charter,2022,Grade 6,Arts,14,53.0,67.0,0.0638,84.9,,0.057,8153.71,clean
618,Northgate School,North,Public,2018,Grade 4,English,35,41.0,76.0,0.0379,68.6,0.7502,0.0353,10314.6,clean
8182,Eastbrook Institute,East,Charter,2023,Grade 5,Science,19,53.0,1500.0,0.0355,64.4,0.6331,0.0613,9680.05,outlier_enrollment
4936,Pinecrest Elementary,East,Public,2021,Grade 4,Mathematics,41,30.0,71.0,0.1172,82.0,0.8202,0.0462,6479.07,clean
707,Eastbrook Institute,East,Charter,2018,Grade 10,Science,47,30.0,77.0,0.1053,86.2,0.8101,0.0327,3626.81,clean
8801,Meadowlands High,South,Charter,2023,Grade 9,Mathematics,42,45.0,87.0,0.0674,58.2,0.6204,0.0355,7074.92,clean
3623,Northgate School,North,Public,2020,Grade 5,English,43,25.0,68.0,0.058,73.5,0.6834,0.0636,6304.91,clean
4726,Hilltop Institute,West,Private,2021,Grade 10,Mathematics,25,37.0,62.0,0.2516,92.4,0.8785,0.0465,3604.64,clean
2081,Crestwood Academy,Central,Charter,2019,Grade 9,Mathematics,26,10.0,36.0,0.0872,99.1,1.0,0.0286,7772.12,clean
1753,Lakeview Primary,Central,Public,2019,Grade 3,English,44,36.0,80.0,0.0122,84.1,0.8275,0.0509,8457.11,clean
9456,Pinecrest Elementary,East,Public,2024,Grade 8,Mathematics,39,51.0,90.0,0.0644,70.3,0.6583,0.0371,11480.67,clean
2798,Meadowlands High,South,Charter,2019,Grade 8,English,11,37.0,48.0,0.019,91.6,0.925,0.0533,,missing_budget
3108,Sunset Academy,South,Private,2020,Grade 10,English,26,31.0,57.0,0.1326,75.7,0.7625,0.0654,11262.17,clean
9660,Northgate School,North,Public,2024,Grade 12,Arts,41,25.0,66.0,0.0829,70.9,0.7702,0.0468,5466.62,clean
8961,Bluebell Primary,Central,Public,2023,Grade 5,Mathematics,42,39.0,100.0,0.0826,78.5,0.7248,0.0553,3336.74,inconsistent_total
10632,,,,,,,,,,,,,,,completely_empty
561,Crestwood Academy,Central,Charter,2018,Grade 5,Mathematics,34,35.0,69.0,0.0353,65.4,0.6328,0.0606,7991.58,clean
8427,Brightstone School,North,Charter,2023,Grade 6,SCIENCE,40,28.0,68.0,0.0872,75.6,0.7016,0.0434,10771.14,clean
9243,Lakeview Primary,Central,Public,2024,Grade 1,English,44,30.0,74.0,0.0427,73.7,0.7437,0.0573,3172.38,clean
4180,Cedar Ridge Academy,Central,International,2020,Grade 8,Arts,7,49.0,56.0,0.0671,75.6,0.6584,0.0356,9166.71,clean
5090,Crestwood Academy,Central,Charter,2021,Grade 10,Arts,33,27.0,60.0,0.2244,58.6,0.4935,0.0652,4953.34,duplicate
1773,Lakeview Primary,Central,Public,2019,Grade 7,English,40,41.0,81.0,0.0354,64.6,0.7209,0.0488,11104.64,duplicate
9548,Crestwood Academy,Central,Charter,2024,Grade 2,English,25,19.0,44.0,0.0056,67.5,0.6789,0.0583,9071.75,clean
8484,Fairview Elementary,South,Public,2023,Grade 5,Social Studies,31,46.0,77.0,0.1229,48.8,0.4902,0.0362,4627.93,clean
6705,Eastbrook Institute,East,Charter,2022,Grade 9,Arts,37,10.0,47.0,0.1095,67.0,0.5863,0.0617,5575.86,clean
5162,Eastbrook Institute,East,Charter,2021,Grade 1,Science,17,25.0,42.0,,92.1,0.9396,0.0568,7703.33,missing_dropout
3640,Northgate School,North,Public,2020,Grade 8,Arts,37,26.0,63.0,0.0666,65.3,0.7292,0.0563,8140.52,clean
10456,@Bluebell Primary,Central,Public,2024,Grade 4,Mathematics,53,40.0,93.0,0.0946,71.6,0.6545,0.0548,10580.31,special_characters
9703,Eastbrook Institute,East,Charter,2024,Grade 9,English,21,22.0,43.0,0.1039,85.0,0.8756,0.0607,6297.23,clean
10610,,,,,,,,,,,,,,,completely_empty
7110,Willowbrook High,West,Public,2022,Grade 6,Arts,44,33.0,77.0,0.1497,63.0,0.6547,0.0449,7489.21,clean
4899,Oakridge International,South,International,2021,Grade 8,Social Studies,39,25.0,64.0,0.0697,71.9,0.6943,0.0305,9984.72,clean
5448,Brightstone School,North,Charter,2021,Grade 10,English,30,29.0,59.0,0.0951,69.8,0.7043,0.051,9778.87,clean
4985,Valleyview High,West,Public,2021,Grade 1,Arts,25,43.0,68.0,0.0136,71.8,0.6675,0.0302,5964.8,clean
5810,Meadowlands High,south,Charter,2021,Grade 10,Arts,40,38.0,78.0,0.2989,76.3,0.768,0.0536,3702.99,clean
4051,Stonegate Secondary,East,Private,2020,Grade 7,Mathematics,37,25.0,62.0,0.0663,77.1,0.8082,0.0545,11932.13,duplicate
7469,Bluebell Primary,Central,Public,2022,Grade 6,Social Studies,44,43.0,87.0,0.0339,77.1,0.7575,0.0588,,missing_budget
2949,Bluebell Primary,Central,Public,2019,Grade 2,Social Studies,49,34.0,83.0,0.0247,83.6,0.8179,0.0523,5327.88,clean
152,Riverside School,East,Public,2018,Grade 7,Science,49,42.0,91.0,0.0888,59.0,0.5944,0.0545,3375.06,clean
6468,Pinecrest Elementary,East,Public,2022,Grade 10,English,27,37.0,64.0,0.0726,64.1,0.6853,0.0642,7431.56,clean
2100,Crestwood Academy,Central,Charter,2019,Grade 12,Arts,40,29.0,69.0,0.0224,83.3,0.7809,0.0301,4324.8,clean
2944,Bluebell Primary,Central,Public,2019,Grade 1,Social Studies,38,40.0,78.0,0.0191,56.0,0.5192,0.0513,3244.88,clean
8897,Redwood Institute,West,Public,2023,Grade 4,Science,37,52.0,89.0,0.0481,58.8,0.564,0.0448,5165.44,clean
10479,Bluebell Primary,Central,Public,2024,Grade 8,Social Studies,37,55.0,92.0,0.0905,68.8,0.6752,0.0452,11795.39,clean
8840,Silverstone School,East,Private,2023,Grade 4,Arts,29,40.0,69.0,0.0878,82.5,0.7814,0.0341,9200.2,duplicate
7143,Cedar Ridge Academy,Central,International,2022,Grade 1,English,22,28.0,50.0,0.0392,,0.8483,0.042,10151.11,missing_score
6753,Westfield Primary,West,Public,2022,Grade 7,English,29,35.0,64.0,0.0103,59.9,0.5206,0.0375,11907.61,clean
8045,Crestwood Academy,Central,Charter,2023,Grade 1,Arts,18,22.0,40.0,0.0214,69.1,0.8101,0.0396,10520.0,clean
268,Lakeview Primary,Central,Public,2018,Grade 6,English Language,49,44.0,93.0,0.0645,76.9,0.8399,0.0567,7693.04,clean
391,Oakridge International,South,International,2018,Grade 7,Mathematics,30,17.0,47.0,0.0378,86.5,0.8952,0.0641,3181.24,clean
7046,Stonegate Secondary,East,Private,2022,Grade 6,Mathematics,39,34.0,73.0,0.0179,78.4,0.8385,0.0471,6845.43,clean
5183,Eastbrook Institute  ,East ,Charter,2021,Grade 5,English,23,35.0,58.0,0.0301,76.6,0.7367,0.0545,4908.98,clean
4383,Redwood Institute,western,Public,2020,Grade 1,English,40,45.0,85.0,0.013,66.8,0.7081,0.0546,7237.55,clean
3451,Pinecrest Elementary,East,Public,2020,Grade 7,Maths.,48,30.0,78.0,0.0435,81.9,0.7175,0.052,9985.83,clean
6240,Hilltop Institute,West,Private,2022,Grade 12,Arts,21,39.0,60.0,0.2135,75.1,0.7547,0.0626,6622.9,clean
9788,Southview Academy,South,Private,2024,Grade 2,English,35,22.0,57.0,0.0117,73.1,0.7356,0.0455,6740.84,duplicate
4364,Silverstone School  , East,Private,2020,Grade 9,Social Studies,55,33.0,88.0,0.0144,,0.8427,0.0473,8292.23,missing_score
964,Fairview Elementary,South,Public,2018,Grade 1,Social Studies,44,36.0,80.0,0.0225,42.1,0.4024,0.0423,10669.93,clean
3223,Hilltop Institute,West,Private,2020,Grade 9,English,5,33.0,38.0,0.0076,83.6,0.8402,0.0546,3769.69,clean
9312,Maplewood Secondary,North,Public,2024,Grade 3,Science,48,39.0,87.0,0.0068,82.9,0.8345,0.0636,10118.81,clean
3925,Brightstone School,North,Charter,2020,Grade 5,Arts,32,37.0,69.0,0.0179,67.4,0.6919,0.0491,11202.16,clean
10028,Stonegate Secondary,East,Private,2024,Grade 2,English,40,53.0,93.0,0.0042,89.1,0.863,0.0487,3402.86,clean
1257,Harborview Academy,North,Public,2018,Grade 12,Science,37,40.0,77.0,0.0623,69.2,0.7492,0.0322,6191.11,clean
5820,Meadowlands High,South,Charter,2021,Grade 12,Arts,30,34.0,64.0,0.0499,76.9,0.748,,4282.84,clean
3906,Brightstone School,North ,Charter,2020,Grade 2,Mathematics,42,48.0,90.0,0.0479,58.5,0.5459,0.0491,3552.74,clean
4039,Stonegate Secondary,East,Private,2020,Grade 4,Social Studies,19,32.0,51.0,0.0189,81.4,0.7812,0.0536,10393.29,clean
7270,Meadowlands High,South,Charter,2022,Grade 2,Arts,30,10.0,40.0,0.0432,78.1,0.7554,0.0526,6665.19,clean
7929,Pinecrest Elementary,East,Public,2023,Grade 2,Social Studies,43,38.0,81.0,0.0607,77.9,0.7798,0.0595,3832.49,clean
961,Fairview Elementary,South,Public,2018,Grade 1,Mathematics,44,32.0,76.0,0.0159,90.4,0.8663,0.0449,6971.59,clean
6312,Maplewood Secondary,North,Public,2022,Grade 3,Science,55,30.0,85.0,0.0276,83.9,0.7853,0.0292,9533.23,clean
8785,Meadowlands High,South,Charter,2023,Grade 5,Arts,24,34.0,58.0,0.0341,92.7,1.0,0.0498,7573.6,clean
79,Sunset Academy,South,Private,2018,Grade 4,Social Studies,32,29.0,61.0,0.0225,78.9,0.7965,0.0448,3202.22,clean
9666,Eastbrook Institute,East,Charter,2024,Grade 2,Mathematics,49,35.0,84.0,0.0059,80.9,0.8635,0.0616,10604.53,clean
836,Southview Academy,South,Private,2018,Grade 12,Mathematics,34,24.0,58.0,0.0494,73.2,0.7672,0.0516,9177.3,clean
7886,Oakridge International,South,International,2023,Grade 6,Mathematics,38,5.0,43.0,0.0677,66.1,0.6653,0.0396,11547.35,clean
8701,Harborview Academy, North,Public,2023,Grade 1,Mathematics,28,43.0,71.0,0.0149,72.3,0.6412,0.0446,7125.49,clean
6977,Fairview Elementary,South,Public,2022,Grade 4,Science,49,45.0,94.0,0.0604,44.9,0.3736,0.064,10644.71,clean
10169,Cedar Ridge Academy,Central,International,2024,Grade 6,Social Studies,31,28.0,59.0,0.0906,79.5,0.8184,0.0609,4077.21,clean
2534,Stonegate Secondary,East,Private,2019,Grade 3,Social Studies,42,28.0,70.0,0.0433,68.7,0.7311,0.0585,11611.82,clean
3195,Hilltop Institute,West,Private,2020,Grade 3,Arts,22,15.0,37.0,0.0334,80.7,0.7771,0.0334,10770.18,clean
10156,Cedar Ridge Academy,Central,International,2024,Grade 4,Mathematics,46,29.0,75.0,0.0453,,0.7994,0.0567,5132.08,missing_score
8669,Cedar Ridge Academy,Central,International,2023,Grade 6,Social Studies,43,19.0,62.0,0.0988,73.0,0.7371,0.0606,7294.66,clean
1417,Redwood Institute,West,Public,2018,Grade 8,Science,38,44.0,82.0,0.0555,68.8,0.7719,0.063,11176.02,clean
2346,Clearwater High,Central,Public,2019,Grade 2,Mathematics,30,23.0,53.0,0.0231,78.1,0.7809,0.0499,5296.05,clean
5457,Brightstone School,North,Charter,2021,Grade 12,sci.,54,27.0,81.0,0.1873,79.9,0.7978,0.0502,7773.55,clean
5786,Meadowlands High,South,Charter,2021,Grade 6,Mathematics,30,45.0,75.0,0.0433,91.3,0.8398,0.0344,7635.74,clean
6782,Southview Academy,South,Private,2022,Grade 1,sci.,14,29.0,43.0,0.0388,,0.7719,0.0619,5081.28,missing_score
4621,Riverside School,East,Public,2021,Grade 1,Mathematics,39,23.0,62.0,0.0067,87.0,0.9078,0.0359,11845.99,clean
3125,Riverside School,EAST,Public,2020,Grade 1,Arts,39,35.0,74.0,0.0103,77.0,0.7878,0.0295,9526.57,clean
1432,Redwood Institute,West,Public,2018,Grade 11,Science.,25,64.0,89.0,0.1241,52.1,0.521,0.0494,10497.45,clean
8633,Willowbrook High,West,Public,2023,Grade 11,English,na,33.0,77.0,0.0577,68.0,0.6653,0.0619,7809.16,wrong_datatype
6699,Eastbrook Institute,East,Charter,2022,Grade 8,Social Studies,41,29.0,70.0,0.0949,-10.0,0.8565,0.0344,8488.76,outlier_score
10494,Bluebell Primary,Central,Public,2024,Grade 11,Social Studies,33,38.0,71.0,0.1626,68.4,,0.0383,3976.88,clean
2377,Clearwater High,Central,Public,Year 2019,Grade 8,Science,42,37.0,79.0,0.0504,67.0,0.6685,0.0601,7423.61,clean
8142,Northgate School,North,Public,2023,Grade 9,Science,54,31.0,85.0,0.0938,,0.772,0.054,4120.0,missing_score
2533,Stonegate Secondary,East,Private,2019,Grade 3,English,20,16.0,36.0,0.0512,82.0,0.7508,0.0333,11806.08,clean
8302,Southview Academy,South,Private,2023,Grade 5,Science,35,41.0,76.0,0.008,81.6,0.8075,0.0568,8196.5,clean
3090,Sunset Academy  , South,Private,2020,Grade 6,Arts,27,40.0,67.0,0.0467,78.1,0.7875,0.0286,11397.72,clean
3966,Fairview Elementary,South,Public,2020,Grade 2,Mathematics,50,26.0,76.0,0.0209,72.5,0.7759,0.0525,3304.92,clean
2714,Harborview Academy,North,Public,2019,Grade 3,Social Studies,36,46.0,82.0,0.0493,88.5,0.8517,0.0532,9024.71,clean
3080,Sunset Academy,South,Private,2020,Grade 4,Arts,51,37.0,88.0,,84.1,0.8001,0.0482,4963.92,missing_dropout
5155,Northgate School,North,Public,2021,Grade 11,Arts,36,34.0,70.0,0.0261,62.1,0.6277,0.0434,9928.7,clean
3209,Hilltop Institute,West,Private,2020,Grade 6,Social Studies,38,14.0,52.0,0.0682,76.0,0.6798,0.046,8306.85,clean
10615,,,,,,,,,,,,,,,completely_empty
6462,Pinecrest Elementary,East,Public,2022,Grade 9,Science,43,33.0,76.0,0.0809,83.2,0.847,0.0367,4892.16,clean
6755,Westfield Primary,West,Public,2022,Grade 7,Arts,41,33.0,74.0,0.0763,89.1,0.8548,0.0473,6455.75,clean
2183,Eastbrook Institute,East,Charter,2019,Grade 5,English,33,41.0,74.0,0.0349,68.7,0.6658,0.0286,5107.43,clean
1271,Meadowlands High,South,Charter,2018,Grade 3,Mathematics,35,43.0,78.0,0.0194,81.4,0.8044,0.0452,3678.1,clean
219,Hilltop Institute,West,Private,2018,Grade 8,Social Studies,29,21.0,50.0,0.0618,,0.7016,0.0594,11529.19,missing_score
7141,Cedar Ridge Academy,Central,International,2022,Grade 1,Mathematics,37,41.0,86.0,0.0389,86.8,0.9246,0.0518,9350.15,inconsistent_total
2074,Crestwood Academy,Central,Charter,2019,Grade 7,Social Studies,26,32.0,58.0,0.0392,67.8,0.702,0.0546,5582.32,clean
7799,Lakeview Primary, Central,Public,2023,G12,Social Studies,35,23.0,58.0,0.0984,49.9,0.4716,0.0383,11541.45,clean
3504, Valleyview High ,West ,Public,2020,Grade 5,Social Studies,39,28.0,67.0,0.0422,62.6,0.6244,0.0584,8941.17,clean
2314,Southview Academy,South,Private,2019,Grade 7,Social Studies,32,33.0,65.0,0.0566,-10.0,0.9619,0.0639,6455.56,outlier_score
2189,Eastbrook Institute,East,Charter,2019,Grade 6,Social Studies,41,52.0,93.0,0.0495,89.7,,0.0636,9834.56,clean
6984,Fairview Elementary,South,Public,2022,Grade 5,Social Studies,52,23.0,75.0,0.0077,62.9,0.6969,0.0297,9906.85,clean
7322,Silverstone School,East,Private,2022,Grade 1,Science,37,25.0,62.0,0.0122,88.8,0.871,0.0516,5034.63,clean
2852,Silverstone School,EAST,Private,2019,Grade 7,Science,23,40.0,63.0,0.0443,85.3,0.8329,0.0662,6089.69,clean
4376,Silverstone School,East,Private,2020,Grade 12,Mathematics,11,29.0,40.0,0.0131,75.2,0.7414,0.0338,7376.88,clean
3098,Sunset Academy,South,Private,2020,Grade 8,English,38,28.0,66.0,0.0712,86.4,0.9338,0.0388,11520.65,clean
8238,Westfield Primary,West,Public,2023,Grade 4,English,42,34.0,76.0,0.0009,71.3,0.7284,0.0326,4349.52,clean
2548,Stonegate Secondary,East,Private,2019,Grade 6,English,34,54.0,88.0,0.0456,79.8,0.8121,0.0585,3143.97,clean
242,Lakeview Primary,Central,Public,2018,Grade 1,Science,27,46.0,73.0,0.04,62.8,0.6247,0.0469,8961.91,clean
10052,Stonegate Secondary,East,Private,2024,Grade 7,Science,34,15.0,49.0,0.0949,79.1,0.8384,0.0504,,missing_budget
9504,Valleyview High,West,Public,2024,Grade 5,Social Studies,30,33.0,63.0,0.0386,70.0,0.6325,0.0658,9651.54,clean
9742,Westfield Primary,West,Public,2024,Grade 5,Science,45,45.0,90.0,0.0905,43.3,0.4428,0.0536,10452.17,clean
9044,Greenwood High School,North,Public,2024,Grade 9,Social Studies,45,48.0,93.0,0.1884,83.5,0.792,0.03,11694.67,clean
4072,Stonegate Secondary,East,Private,2020,Grade 11,Science,23,27.0,50.0,0.1169,73.0,0.691,0.0571,11007.07,clean
8715,Harborview Academy,North,Public,2023,Grade 3,Arts,39,35.0,74.0,0.0122,,0.6814,0.057,8031.52,missing_score
4634,Riverside School,East,Public,2021,Grade 3,Social Studies,53,34.0,87.0,0.0719,92.7,0.923,0.0571,5830.83,clean
9484,Valleyview High,West,Public,2024,Grade 1,Social Studies,48,50.0,98.0,0.0139,89.0,0.9181,0.0537,9308.86,clean
3435,Pinecrest Elementary,East,Public,2020,Grade 3,Arts,25,51.0,76.0,0.0437,71.5,0.7473,0.0612,11025.9,clean
5243,Westfield Primary,West,Public,2021,Grade 5,English,49,42.0,91.0,0.0737,63.5,0.6535,0.0482,8976.31,clean
1000,Fairview Elementary,South,Public,2018,Grade 8,Arts,42,48.0,90.0,0.0191,82.6,0.8526,0.0584,6198.06,clean
287,Lakeview Primary,Central,Public,2018,G10,Science,38,45.0,83.0,0.1561,,0.7884,0.0559,5438.48,missing_score
2737,Harborview Academy,North,Public,2019,Grade 8,Science,28,36.0,64.0,0.1498,65.4,0.6123,0.065,3427.85,clean
1797,lakeview Primary,Central,Public,2019,Grade 12,Science,17,25.0,42.0,0.0551,70.7,0.6394,0.0647,3672.82,inconsistent_name
8056,Crestwood Academy,Central,Charter,2023,Grade 4,Mathematics,50,43.0,93.0,0.0294,83.2,0.9483,0.0317,7457.16,clean
679,Eastbrook Institute,East,Charter,2018,Grade 4,Social Studies,22,33.0,55.0,0.0392,66.0,0.6849,0.0599,9923.26,clean
